Article_ID,Authors,Year,Title,Journal,Volume,Issue,Pages,DOI
X9KFN4WB,"Wang, HT; Ma, L; Zhu, D; Ding, J; Li, G; Jin, BJ; Shao, YH; Zhang, WX; Song, MY; Fu, SL",2022,Responses of earthworm Metaphire vulgaris gut microbiota to arsenic and nanoplastics contamination,SCIENCE OF THE TOTAL ENVIRONMENT,806,NA,NA,10.1016/j.scitotenv.2021.150279
M4G2F5FD,"Taura, YM; Duggan, IC",2020,"The Relative Effects of Willow Invasion, Willow Control and Hydrology on Wetland Zooplankton Assemblages",WETLANDS,40,6,2585-2595,10.1007/s13157-020-01359-5
3J4Q768U,"Zhang, XP; Zhong, ZK; Gai, X; Ying, JF; Li, WF; Du, XH; Bian, FY; Yang, CB",2019,Leaf-Associated Shifts in Bacterial and Fungal Communities in Response to Chicken Rearing Under Moso Bamboo Forests in Subtropical China,FORESTS,10,3,NA,10.3390/f10030216
WZ5VNY5L,"Netto, SA; Valgas, I",2010,The response of nematode assemblages to intensive mussel farming in coastal sediments (Southern Brazil),ENVIRONMENTAL MONITORING AND ASSESSMENT,162,1-4,81-93,10.1007/s10661-009-0777-0
4AJ8PIHJ,"Qi, XE; Wang, C; He, TJ; Ding, F; Zhang, XF; An, LZ; Xu, SJ",2021,Bacterial community changes and their responses to nitrogen addition among different alpine grassland types at the eastern edge of Qinghai-Tibetan Plateau,ARCHIVES OF MICROBIOLOGY,203,10,5963-5974,10.1007/s00203-021-02535-9
YD6ESZVN,"Sganzerla, C; Dalzochio, MS; Prass, GD; Perico, E",2021,Effects of urbanization on the fauna of Odonata on the coast of southern Brazil,BIOTA NEOTROPICA,21,1,NA,10.1590/1676-0611-BN-2020-1122
I74PZCLD,"da Rocha, M; Feitosa, YO; Wittmann, F; Piedade, MTF; de Resende, AF; de Assis, RL",2020,River damming affects seedling communities of a floodplain forest in the Central Amazon,ACTA BOTANICA BRASILICA,34,1,192-203,10.1590/0102-33062019abb0263
LFPFPWAR,"Salgado, J; Sayer, CD; Brooks, SJ; Davidson, TA; Goldsmith, B; Patmore, IR; Baker, AG; Okamura, B",2018,Eutrophication homogenizes shallow lake macrophyte assemblages over space and time,ECOSPHERE,9,9,NA,10.1002/ecs2.2406
U449LHWE,"Mammides, C; Goodale, E; Dayananda, SK; Kang, L; Chen, J",2017,"Do acoustic indices correlate with bird diversity? Insights from two biodiverse regions in Yunnan Province, south China",ECOLOGICAL INDICATORS,82,NA,470-477,10.1016/j.ecolind.2017.07.017
NH36KYKI,"Liao, YB; Shou, L; Tang, YB; Gao, AG; Chen, QZ; Yan, XJ; Chen, JF",2018,"Influence of two non-indigenous plants on intertidal macrobenthic communities in Ximen Island Special Marine Protected Area, China",ECOLOGICAL ENGINEERING,112,NA,96-104,10.1016/j.ecoleng.2017.12.023
NQFJ8KWC,"Hackerott, S; Valdivia, A; Cox, CE; Silbiger, NJ; Bruno, JF",2017,Invasive lionfish had no measurable effect on prey fish community structure across the Belizean Barrier Reef,PEERJ,5,NA,NA,10.7717/peerj.3270
4F78NUXS,"Walters, AC",2006,Invasion of Argentine ants (Hymenoptera : Formicidae) in South Australia: Impacts on community composition and abundance of invertebrates in urban parklands,AUSTRAL ECOLOGY,31,5,567-576,10.1111/j.1442-9993.2006.01592.x
YAGN5YHQ,"Rudgers, JA; Clay, K",2008,An invasive plant-fungal mutualism reduces arthropod diversity,ECOLOGY LETTERS,11,8,831-840,10.1111/j.1461-0248.2008.01201.x
GXZJ37BZ,"Saez, CA; Perez-Matus, A; Lobos, MG; Oliva, D; Vasquez, JA; Bravo, M",2012,Environmental assessment in a shallow subtidal rocky habitat: approach coupling chemical and ecological tools,CHEMISTRY AND ECOLOGY,28,1,1-15,10.1080/02757540.2011.619529
H7DPAK9N,"Li, HZ; Zhu, D; Lindhardt, JH; Lin, SM; Ke, X; Cui, L",2021,"Long-Term Fertilization History Alters Effects of Microplastics on Soil Properties, Microbial Communities, and Functions in Diverse Farmland Ecosystem",ENVIRONMENTAL SCIENCE & TECHNOLOGY,55,8,4658-4668,10.1021/acs.est.0c04849
Y6GC6NQ6,"Macleod, CK; Forbes, SE; Shepherd, CJ; Crawford, C",2009,Effects of oyster farming service vehicles on an intertidal sand flat,AQUACULTURE RESEARCH,40,7,772-780,10.1111/j.1365-2109.2008.02156.x
V8NTS7DM,"Hilt, N; Fiedler, K",2005,Diversity and composition of Arctiidae moth ensembles along a successional gradient in the Ecuadorian Andes,DIVERSITY AND DISTRIBUTIONS,11,5,387-398,10.1111/j.1366-9516.2005.00167.x
7GR5BJ9U,"Greet, J; Webb, JA; Downes, BJ",2011,Flow variability maintains the structure and composition of in-channel riparian vegetation,FRESHWATER BIOLOGY,56,12,2514-2528,10.1111/j.1365-2427.2011.02676.x
A73HIYXF,"Terlizzi, A; Bevilacqua, S; Fraschetti, S; Boero, F",2003,Taxonomic sufficiency and the increasing insufficiency of taxonomic expertise,MARINE POLLUTION BULLETIN,46,5,556-561,10.1016/S0025-326X(03)00066-3
WLSMCCUP,"Vieira, L; Silva, FAB; Louzada, J",2017,Dung beetles in a Caatinga Natural Reserve: a threatened Brazilian dry-forest with high biological value,IHERINGIA SERIE ZOOLOGIA,107,NA,NA,10.1590/1678-4766e2017045
X4JRKWSH,"Gray, CA",1997,Field assessment of numerical impacts of coastal sewage disposal on fish larvae relative to natural variability,ENVIRONMENTAL BIOLOGY OF FISHES,50,4,415-434,10.1023/A:1007365232465
H2GTYRHE,"Markert, A; Wehrmann, A; Kroncke, I",2010,"Recently established Crassostrea-reefs versus native Mytilus-beds: differences in ecosystem engineering affects the macrofaunal communities (Wadden Sea of Lower Saxony, southern German Bight)",BIOLOGICAL INVASIONS,12,1,15-32,10.1007/s10530-009-9425-4
AGI584UU,"Arnon, S; Avni, N; Gafny, S",2015,Nutrient uptake and macroinvertebrate community structure in a highly regulated Mediterranean stream receiving treated wastewater,AQUATIC SCIENCES,77,4,623-637,10.1007/s00027-015-0407-6
6TJYQ8GE,"Herzyk, A; Fillinger, L; Larentis, M; Qiu, SR; Maloszewski, P; Hunniger, M; Schmidt, SI; Stumpp, C; Marozava, S; Knappett, PSK; Elsner, M; Meckenstock, R; Lueders, T; Griebler, C",2017,Response and recovery of a pristine groundwater ecosystem impacted by toluene contamination A meso-scale indoor aquifer experiment,JOURNAL OF CONTAMINANT HYDROLOGY,207,NA,17-30,10.1016/j.jconhyd.2017.10.004
F8S276RX,"Collard, SJ; Le Brocque, AF; Zammit, C",2011,"Effects of local-scale management on herbaceous plant communities in Brigalow (Acacia harpophylla) agroecosystems of southern Queensland, Australia",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,142,3-4,176-183,10.1016/j.agee.2011.05.001
G8ECIGE7,"Zhao, Q; Huang, MY; Liu, Y; Wan, YY; Duan, RY; Wu, LF",2021,Effects of atrazine short-term exposure on jumping ability and intestinal microbiota diversity in male Pelophylax nigromaculatus adults,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,28,27,36122-36132,10.1007/s11356-021-13234-9
RJDD4MA7,"Riegl, B; Luke, KE",1998,Ecological parameters of dynamited reefs in the northern Red Sea and their relevance to reef rehabilitation,MARINE POLLUTION BULLETIN,37,8-12,488-498,10.1016/S0025-326X(99)00104-6
LY3CZ2AX,"Yu, HW; Qi, WX; Cao, XF; Hu, JW; Li, Y; Peng, JF; Hu, CZ; Qu, JH",2021,Microplastic residues in wetland ecosystems: Do they truly threaten the plant-microbe-soil system?,ENVIRONMENT INTERNATIONAL,156,NA,NA,10.1016/j.envint.2021.106708
MXB6GTHK,"Santibanez, P; Romalde, J; Maldonado, J; Fuentes, D; Figueroa, J",2022,First characterization of the gut microbiome associated with Mytilus chilensis collected at a mussel farm and from a natural environment in Chile,AQUACULTURE,548,NA,NA,10.1016/j.aquaculture.2021.737644
P2S72BWN,"Di Lorenzo, T; Fiasca, B; Di Cicco, M; Cifoni, M; Galassi, DMP",2021,Taxonomic and functional trait variation along a gradient of ammonium contamination in the hyporheic zone of a Mediterranean stream,ECOLOGICAL INDICATORS,132,NA,NA,10.1016/j.ecolind.2021.108268
NI9MBJLQ,"Goldberg, R; Rose, JM; Mercaldo-Allen, R; Meseck, SL; Clark, P; Kuropat, C; Pereira, JJ",2014,"Effects of hydraulic dredging on the benthic ecology and sediment chemistry on a cultivated bed of the Northern quahog, Mercenaria mercenaria",AQUACULTURE,428,NA,150-157,10.1016/j.aquaculture.2014.03.012
JEZ3RUGL,"Ipsilantis, I; Samourelis, C; Karpouzas, DG",2012,The impact of biological pesticides on arbuscular mycorrhizal fungi,SOIL BIOLOGY & BIOCHEMISTRY,45,NA,147-155,10.1016/j.soilbio.2011.08.007
KBBRTLYV,"Francioli, D; van Ruijven, J; Bakker, L; Mommer, L",2020,Drivers of total and pathogenic soil-borne fungal communities in grassland plant species,FUNGAL ECOLOGY,48,NA,NA,10.1016/j.funeco.2020.100987
4MYAM2C2,"de Araujo, GJ; Storck-Tonon, D; Dattilo, W; Izzo, TJ",2021,Is being green what matters? Functional diversity of cavity-nesting bees and wasps and their interaction networks with parasites in different reforestation types in Amazonia,INSECT CONSERVATION AND DIVERSITY,14,5,620-634,10.1111/icad.12495
C2WC97KI,"Selvi, F; Carrari, E; Colzi, I; Coppi, A; Gonnelli, C",2017,Responses of serpentine plants to pine invasion: Vegetation diversity and nickel accumulation in species with contrasting adaptive strategies,SCIENCE OF THE TOTAL ENVIRONMENT,595,NA,72-80,10.1016/j.scitotenv.2017.03.249
BGV5MUN5,"Francour, P; Pellissier, V; Mangialajo, L; Buisson, E; Stadelmann, B; Veillard, N; Meinesz, A; Thibaut, T; De Vaugelas, J",2009,Changes in invertebrate assemblages of Posidonia oceanica beds following Caulerpa taxifolia invasion,VIE ET MILIEU-LIFE AND ENVIRONMENT,59,1,31-38,NA
5TMD435F,"Garnica, S; Rosenstein, R; Schon, ME",2020,"Belowground fungal community diversity, composition and ecological functionality associated with winter wheat in conventional and organic agricultural systems",PEERJ,8,NA,NA,10.7717/peerj.9732
88DWPRF5,"Alsterberg, C; Sundback, K; Larson, F",2007,Direct and indirect effects of an anti-fouling biocide on benthic microalgae and meiofauna,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,351,1-2,56-72,10.1016/j.jembe.2007.06.006
ANESQPXK,"Straubinger-Gansberger, N; Kaggwa, MN; Schagerl, M",2014,Phytoplankton patterns along a series of small man-made reservoirs in Kenya,ENVIRONMENTAL MONITORING AND ASSESSMENT,186,8,5153-5166,10.1007/s10661-014-3766-x
KTFPNP96,"Cajaiba, RL; Perico, E; da Silva, WB; Leote, P; Santos, M",2018,Are Small Dung Beetles (Aphodiinae) useful for monitoring neotropical forests' ecological status? Lessons from a preliminary case study in the Brazilian Amazon,FOREST ECOLOGY AND MANAGEMENT,429,NA,115-123,10.1016/j.foreco.2018.07.005
C689MS6F,"Tardy, V; Bonnineau, C; Bouchez, A; Miege, C; Masson, M; Jeannin, P; Pesce, S",2021,A pilot experiment to assess the efficiency of pharmaceutical plant wastewater treatment and the decreasing effluent toxicity to periphytic biofilms,JOURNAL OF HAZARDOUS MATERIALS,411,NA,NA,10.1016/j.jhazmat.2021.125121
RGUX5WWC,"Yoon, JD; Kim, JH; Park, SH; Kim, E; Jang, MH",2017,Impact of Estuary Barrage Construction on Fish Assemblages in the Lower Part of a River and the Role of Fishways as a Passage,OCEAN SCIENCE JOURNAL,52,1,147-164,10.1007/s12601-017-0015-6
AYINK8LD,"Mirto, S; Gristina, M; Sinopoli, M; Maricchiolo, G; Genovese, L; Vizzini, S; Mazzola, A",2012,Meiofauna as an indicator for assessing the impact of fish farming at an exposed marine site,ECOLOGICAL INDICATORS,18,NA,468-476,10.1016/j.ecolind.2011.12.015
RH6HLPXL,"Bulleri, F; Benedetti-Cecchi, L; Ceccherelli, G; Tamburello, L",2017,A few is enough: a low cover of a non-native seaweed reduces the resilience of Mediterranean macroalgal stands to disturbances of varying extent,BIOLOGICAL INVASIONS,19,8,2291-2305,10.1007/s10530-017-1442-0
ATQ4U7D7,"Edgar, GJ; Barrett, NS",2010,"Biotic affinities of rocky reef fishes, invertebrates and macroalgae in different zones of the Port Davey marine protected area, south-western Tasmania",AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,20,3,282-296,10.1002/aqc.1082
398AG8CJ,"Batista, ER; Carneiro, JJ; Pinto, FA; dos Santos, JV; Carneiro, MAC",2020,Environmental drivers of shifts on microbial traits in sites disturbed by a large-scale tailing dam collapse,SCIENCE OF THE TOTAL ENVIRONMENT,738,NA,NA,10.1016/j.scitotenv.2020.139453
WLE4MBLL,"Hannam, KD; Quideau, SA; Kishchuk, BE",2006,Forest floor microbial communities in relation to stand composition and timber harvesting in northern Alberta,SOIL BIOLOGY & BIOCHEMISTRY,38,9,2565-2575,10.1016/j.soilbio.2006.03.015
UH5L5U69,"Lalley, JS; Viles, HA",2008,Recovery of lichen-dominated soil crusts in a hyper-arid desert,BIODIVERSITY AND CONSERVATION,17,1,1-20,10.1007/s10531-007-9153-y
NIRGZG8H,"Oliveira, ADN; deSousa, LIS; da Costa, VAS; deAndrade, JVT; Lima, LAL; de Sales, PAF; da Silva, DF; Pereira, APD; Melo, VMM",2021,"Long-term effects of grazing on the biological, chemical, and physical soil properties of the Caatinga biome",MICROBIOLOGICAL RESEARCH,253,NA,NA,10.1016/j.micres.2021.126893
ZTREYBT2,"Turunen, J; Elbrecht, V; Steinke, D; Aroviita, J",2021,Riparian forests can mitigate warming and ecological degradation of agricultural headwater streams,FRESHWATER BIOLOGY,66,4,785-798,10.1111/fwb.13678
ICDI8VIW,"Leujak, W; Ormond, RFG",2008,Quantifying acceptable levels of visitor use on Red Sea reef flats,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,18,6,930-944,10.1002/aqc.870
P7XCTKY2,"Zhang, XP; Zhong, ZK; Gai, X; Du, XH; Bian, FY; Yang, CB; Gao, GB; Wen, X",2019,Changes of Root Endophytic Bacterial Community Along a Chronosequence of Intensively Managed Lei Bamboo (Phyllostachys praecox) Forests in Subtropical China,MICROORGANISMS,7,12,NA,10.3390/microorganisms7120616
PVP9VPLF,"Misson, B; Garnier, C; Lauga, B; Dang, DH; Ghiglione, JF; Mullot, JU; Duran, R; Pringault, O",2016,Chemical multi-contamination drives benthic prokaryotic diversity in the anthropized Toulon Bay,SCIENCE OF THE TOTAL ENVIRONMENT,556,NA,319-329,10.1016/j.scitotenv.2016.02.038
HI2VQIFF,"Altman-Kurosaki, NT; Smith, CM; Franklin, EC",2021,O'ahu's marine protected areas have limited success in protecting coral reef herbivores,CORAL REEFS,40,2,305-322,10.1007/s00338-021-02054-5
S2E8R7JN,"Shilla, DJ; Shilla, DA",2011,"The effects of catchment land use on water quality and macroinvertebrate assemblages in Otara Creek, New Zealand",CHEMISTRY AND ECOLOGY,27,5,445-460,10.1080/02757540.2011.575374
HZNHDXLN,"Bertora, A; Grosman, F; Sanzano, P; Rosso, JJ",NA,Fish assemblage structure in a Neotropical urbanised prairie stream exposed to multiple natural and anthropic factors,ECOLOGY OF FRESHWATER FISH,NA,NA,NA,10.1111/eff.12625
VP74SESP,"Nobre, CP; da Costa, MG; Goto, BT; Gehring, C",2018,"Arbuscular mycorrhizal fungi associated with the babassu palm (Attalea speciosa) in the eastern periphery of Amazonia, Brazil",ACTA AMAZONICA,48,4,321-329,10.1590/1809-4392201800092
FBNVIW55,"Palladino, G; Rampelli, S; Scicchitano, D; Musella, M; Quero, GM; Prada, F; Mancuso, A; Seyfarth, AM; Turroni, S; Candela, M; Biagi, E",2021,Impact of Marine Aquaculture on the Microbiome Associated with Nearby Holobionts: The Case of Patella caerulea Living in Proximity of Sea Bream Aquaculture Cages,MICROORGANISMS,9,2,NA,10.3390/microorganisms9020455
7PQU4BZK,"Krakowiak, PJ; Pennuto, CM",2008,"Fish and Macroinvertebrate Communities in Tributary Streams of Eastern Lake Erie with and without Round Gobies (Neogobius melanostomus, Pallas 1814)",JOURNAL OF GREAT LAKES RESEARCH,34,4,675-689,10.1016/S0380-1330(08)71610-1
7MH9ICPE,"Shabtay, A; Portman, ME; Carmel, Y",2018,Contributions of marine infrastructures to marine planning and protected area networking,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,28,4,830-839,10.1002/aqc.2916
I9IWLC34,"Hindrum, L; Hovenden, MJ; Neyland, MG; Baker, SC",2012,The effects of mechanical disturbance and burn intensity on the floristic composition of two-year old aggregated retention coupes in Tasmanian wet eucalypt forests,FOREST ECOLOGY AND MANAGEMENT,279,NA,55-65,10.1016/j.foreco.2012.05.003
SUHQGL64,"Zhang, XZ; Xie, JJ; Sun, FL",2014,Effects of Three Polycyclic Aromatic Hydrocarbons on Sediment Bacterial Community,CURRENT MICROBIOLOGY,68,6,756-762,10.1007/s00284-014-0535-6
N5G3NCY4,"Byers, AK; Condron, L; O'Callaghan, M; Waipara, N; Black, A",2020,Soil microbial community restructuring and functional changes in ancient kauri (Agathis australis) forests impacted by the invasive pathogen Phytophthora agathidicida,SOIL BIOLOGY & BIOCHEMISTRY,150,NA,NA,10.1016/j.soilbio.2020.108016
F69H5BMF,"Urra, J; Alkorta, I; Mijangos, I; Epelde, L; Garbisu, C",2019,Application of sewage sludge to agricultural soil increases the abundance of antibiotic resistance genes without altering the composition of prokaryotic communities,SCIENCE OF THE TOTAL ENVIRONMENT,647,NA,1410-1420,10.1016/j.scitotenv.2018.08.092
35MSA2G6,"Jaspers, C; Weiland-Brauer, N; Ruhlemann, M; Baines, JF; Schmitz, RA; Reusch, TBH",2020,Differences in the microbiota of native and non -indigenous gelatinous zooplankton organisms in a low saline environment,SCIENCE OF THE TOTAL ENVIRONMENT,734,NA,NA,10.1016/j.scitotenv.2020.139471
L6TAPHTS,"Bayley, DTI; Mogg, AOM; Purvis, A; Koldewey, HJ",2019,Evaluating the efficacy of small-scale marine protected areas for preserving reef health: A case study applying emerging monitoring technology,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,29,12,2026-2044,10.1002/aqc.3215
DU99M2FB,"Tanis, MF; Marshall, L; Biesmeijer, JC; van Kolfschoten, L",2020,Grassland management for meadow birds in the Netherlands is unfavourable to pollinators,BASIC AND APPLIED ECOLOGY,43,NA,52-63,10.1016/j.baae.2019.12.002
FDWKDSHT,"Parra, A; Moreno, JM",2018,Drought differentially affects the post-fire dynamics of seeders and resprouters in a Mediterranean shrubland,SCIENCE OF THE TOTAL ENVIRONMENT,626,NA,1219-1229,10.1016/j.scitotenv.2018.01.174
B7KF33RV,"D'Amato, AW; Fraver, S; Palik, BJ; Bradford, JB; Patty, L",2011,"Singular and interactive effects of blowdown, salvage logging, and wildfire in sub-boreal pine systems",FOREST ECOLOGY AND MANAGEMENT,262,11,2070-2078,10.1016/j.foreco.2011.09.003
MY5VHGDU,"Cuesta-Mate, A; Renelies-Hamilton, J; Kryger, P; Jensen, AB; Sinotte, VM; Poulsen, M",2021,Resistance and Vulnerability of Honeybee (Apis mellifera) Gut Bacteria to Commonly Used Pesticides,FRONTIERS IN MICROBIOLOGY,12,NA,NA,10.3389/fmicb.2021.717990
TYBSI8FL,"Horodesky, A; Abilhoa, V; Zeni, TD; Neto, RM; Castilho-Westphal, GG; Ostrensky, A",2015,"Ecological analysis of the ichthyofaunal community ten years after a diesel oil spill at Serra do Mar, Parana state, Brazil",GLOBAL ECOLOGY AND CONSERVATION,4,NA,311-320,10.1016/j.gecco.2015.07.010
C5E4H4F4,"Highland, SA; Miller, JC; Jones, JA",2013,"Determinants of moth diversity and community in a temperate mountain landscape: vegetation, topography, and seasonality",ECOSPHERE,4,10,NA,10.1890/ES12-00384.1
YRPJWC2W,"Riera, R; Tuya, F; Perez, O; Ramos, E; Rodriguez, M; Monterroso, O",2015,Effects of proximity to offshore fish farms over soft-bottom macrofauna,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,95,2,255-263,10.1017/S0025315414001386
2W924MA6,"Minemba, D; Martin, BC; Ryan, MH; Veneklaas, EJ; Gleeson, DB",2020,Phosphate fertiliser alters carboxylates and bacterial communities in sweet potato (Ipomoea batatas(L.) Lam.) rhizosheaths,PLANT AND SOIL,454,1-2,245-260,10.1007/s11104-020-04646-6
XCCMBKLH,"Maruyama, PK; Bonizario, C; Marcon, AP; D'Angelo, G; da Silva, MM; Neto, END; Oliveira, PE; Sazima, I; Sazima, M; Vizentin-Bugoni, J; dos Anjos, L; Rui, AM; Marcal, O",2019,Plant-hummingbird interaction networks in urban areas: Generalization and the importance of trees with specialized flowers as a nectar resource for pollinator conservation,BIOLOGICAL CONSERVATION,230,NA,187-194,10.1016/j.biocon.2018.12.012
A4QTJ789,"Xie, WY; Yuan, ST; Xu, MG; Yang, XP; Shen, QR; Zhang, WW; Su, JQ; Zhao, FJ",2018,Long-term effects of manure and chemical fertilizers on soil antibiotic resistome,SOIL BIOLOGY & BIOCHEMISTRY,122,NA,111-119,10.1016/j.soilbio.2018.04.009
BPRGNXXM,"Torres, A; Alarcon, PAE; Rodriguez-Cabal, MA; Nunez, MA",2018,Secondary Invasions Hinder the Recovery of Native Communities after the Removal of Nonnative Pines Along a Precipitation Gradient in Patagonia,FORESTS,9,7,NA,10.3390/f9070394
ZW5TE7J9,"Angeler, DG; Sanchez, B; Garcia, G; Moreno, JM",2006,Community ecotoxicology: Invertebrate emergence from Fire Trol 934 contaminated vernal pool and salt marsh sediments under contrasting photoperiod and temperature regimes,AQUATIC TOXICOLOGY,78,2,167-175,10.1016/j.aquatox.2006.02.030
EDMDL4EQ,"Tarrago, LD; Ferreira, PMA; Utz, LRP",2020,Benthic Marine Ciliate Assemblages from Southern Brazil and Their Relationship with Seasonality and Urbanization Level,DIVERSITY-BASEL,12,1,NA,10.3390/d12010016
XGPM9M8S,"Eugenia, B; SantiagoLucerito; Rodolfo, B; Alberto, V",2016,Assessing sewage impact in a South-West Atlantic rocky shore intertidal algal community,MARINE POLLUTION BULLETIN,106,1-2,388-394,10.1016/j.marpolbul.2016.02.038
5P4FHBUG,"Matthaei, CD; Piggott, JJ; Townsend, CR",2010,"Multiple stressors in agricultural streams: interactions among sediment addition, nutrient enrichment and water abstraction",JOURNAL OF APPLIED ECOLOGY,47,3,639-649,10.1111/j.1365-2664.2010.01809.x
LELHZJ97,"Atwell, RC; Schulte, LA; Palik, BJ",2008,Songbird response to experimental retention harvesting in red pine (Pinus resinosa) forests,FOREST ECOLOGY AND MANAGEMENT,255,10,3621-3631,10.1016/j.foreco.2008.02.049
QJFPFFEU,"Zhang, FG; Zhou, ZB; Xiao, Y",2022,Trichoderma biofertilizer facilitating Leymus chinensis production in different growth stages is strongly linked to dynamically altered soil microbiomes,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,324,NA,NA,10.1016/j.agee.2021.107706
YWDJZ5SC,"Nguyen, QTD; Ueda, R; Mori, F; Kang, T; Kim, D; Shimanaga, M; Wada, M",2018,"Response of nematode community structure to hypoxia in an enclosed coastal sea, Omura Bay, for three consecutive years",PLANKTON & BENTHOS RESEARCH,13,2,59-65,10.3800/pbr.13.59
EZMW7KTC,"Essid, N; Allouche, M; Lazzem, M; Harrath, AH; Mansour, L; Alwasel, S; Mahmoudi, E; Beyrem, H; Boufahja, F",2020,"Ecotoxic response of nematodes to ivermectin, a potential anti-COVID-19 drug treatment",MARINE POLLUTION BULLETIN,157,NA,NA,10.1016/j.marpolbul.2020.111375
PT4MUW4C,"Powell, SA; Snape, I; Bowman, JP; Thompson, BAW; Stark, JS; McCammon, SA; Riddle, MJ",2005,A comparison of the short term effects of diesel fuel and lubricant oils on Antarctic benthic microbial communities,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,322,1,53-65,10.1016/j.jembe.2005.02.005
CZLUMKEK,"Belnap, J; Phillips, SL; Sherrod, SK; Moldenke, A",2005,Soil biota can change after exotic plant invasion: does this affect ecosystem processes?,ECOLOGY,86,11,3007-3017,10.1890/05-0333
XQ2Z2ADU,"Norf, H; Weitere, M",2010,Resource quantity and seasonal background alter warming effects on communities of biofilm ciliates,FEMS MICROBIOLOGY ECOLOGY,74,2,361-370,10.1111/j.1574-6941.2010.00948.x
4ED27XJJ,"Talley, TS; Nguyen, KC; Nguyen, A",2012,Testing the Effects of an Introduced Palm on a Riparian Invertebrate Community in Southern California,PLOS ONE,7,8,NA,10.1371/journal.pone.0042460
NE75XBUL,"Neira, C; Levin, LA; Mendoza, G; Zirino, A",2014,Alteration of benthic communities associated with copper contamination linked to boat moorings,MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE,35,1,46-66,10.1111/maec.12054
KG6V577X,"Hopkins, AJM; Tay, NE; Bryant, GL; Ruthrof, KX; Valentine, LE; Kobryn, H; Burgess, TI; Richardson, BB; Hardy, GES; Fleming, PA",2021,Urban remnant size alters fungal functional groups dispersed by a digging mammal,BIODIVERSITY AND CONSERVATION,30,13,3983-4003,10.1007/s10531-021-02287-4
QNBZHDGB,"Morelli, F; Python, A; Pezzatti, GB; Moretti, M",2019,Bird response to woody pastoral management of ancient chestnut orchards: A case study from the southern Alps,FOREST ECOLOGY AND MANAGEMENT,453,NA,NA,10.1016/j.foreco.2019.117560
PY6HRUA2,"Ren, G; Ren, WJ; Teng, Y; Li, ZG",2015,Evident bacterial community changes but only slight degradation when polluted with pyrene in a red soil,FRONTIERS IN MICROBIOLOGY,6,NA,NA,10.3389/fmicb.2015.00022
VTEQQYZH,"Nobre, RLG; Caliman, A; Guariento, RD; Bozelli, RL; Carneiro, LS",2019,Effects of the introduction of an omnivorous fish on the biodiversity and functioning of an upland Amazonian lake,ACTA AMAZONICA,49,3,221-+,10.1590/1809-4392201804131
AB2YTDQF,"Borba, CS; Latini, JD; Baumgartner, MT; Gomes, LC; Agostinho, AA",2019,Short-term effects in a reduced flow stretch: The case of the Antas River in South Brazil,RIVER RESEARCH AND APPLICATIONS,35,4,386-395,10.1002/rra.3415
CJIUTNKR,"Smith, GR; Edy, LC; Peay, KG",2021,Contrasting fungal responses to wildfire across different ecosystem types,MOLECULAR ECOLOGY,30,3,844-854,10.1111/mec.15767
8TJVAWF8,"Salgado-Luarte, C; Escobedo, VM; Stotz, GC; Rios, RS; Arancio, G; Gianoli, E",2019,"Goat grazing reduces diversity and leads to functional, taxonomic, and phylogenetic homogenization in an arid shrubland",LAND DEGRADATION & DEVELOPMENT,30,2,178-189,10.1002/ldr.3208
32CP2Q8L,"Edwards, DP; Larsen, TH; Docherty, TDS; Ansell, FA; Hsu, WW; Derhe, MA; Hamer, KC; Wilcove, DS",2011,Degraded lands worth protecting: the biological importance of Southeast Asia's repeatedly logged forests,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,278,1702,82-90,10.1098/rspb.2010.1062
KSMDVY26,"Hannachi, A; Nasri, A; Allouche, M; Aydi, A; Mezni, A; D'Agostino, F; Avellone, G; Gambi, C; Beyrem, H; Mahmoudi, E",2022,"Diuron environmental levels effects on marine nematodes: Assessment of ecological indices, taxonomic diversity, and functional traits",CHEMOSPHERE,287,NA,NA,10.1016/j.chemosphere.2021.132262
GU5Q6KRT,"Xu, XT; Liu, S; Zhu, XW; Guo, XM",2020,Comparative Study on Soil Microbial Diversity and Structure Under Wastewater and Groundwater Irrigation Conditions,CURRENT MICROBIOLOGY,77,12,3909-3918,10.1007/s00284-020-02219-5
2KSBYH49,"Chessman, BC; Thurtell, LA; Royal, MJ",2006,Bioassessment in a harsh environment: A comparison of macroinvertebrate assemblages at reference and assessment sites in an Australian inland river system,ENVIRONMENTAL MONITORING AND ASSESSMENT,119,1-3,303-330,10.1007/s10661-005-9027-2
